DEPTH,CALI,CGR,DRHO,DT,GR,LLD,LLS,MSFL,NPHI,PEF,RHOB
3501.0852,210.9303,41.4286,34.0954,242.9269,40.9292,1.076,1.2112,1906.8191,0.171858,7.208,2501.5254
3501.2376,210.7476,42.082,21.9904,-999.25,42.7135,1.014,1.1389,1922.4115,0.18903,5.4622,2477.8503
3501.39,210.7406,44.0056,20.0701,-999.25,43.3626,0.9656,1.0763,1908.004,0.205933,5.4205,2460.8159
3501.5424,210.2635,44.7215,24.0659,251.3197,43.2622,0.9208,1.0182,1906.072,0.214792,6.056,-999.25
3501.6948,210.5746,46.0083,25.8629,258.9207,39.9513,0.8811,0.9738,1906.072,0.216176,6.7285,-999.25
3501.8472,211.6324,43.1329,25.8225,262.9572,36.0394,0.8491,0.9546,1906.072,0.212138,5.5979,2430.968
3501.9996,213.3503,35.8995,30.6076,264.1464,32.9199,0.8231,0.9489,1906.072,0.206902,4.2227,2437.5332
3502.152,214.4072,31.6535,35.3931,265.8446,30.3128,0.804,0.9394,1906.072,0.202555,3.3628,2443.4888
3502.3044,215.1387,31.4123,37.1461,267.2587,28.3498,0.7977,0.9239,1906.072,0.200155,2.9453,2446.064
3502.4568,216.0985,30.748,38.2547,266.2405,27.0344,0.8055,0.9161,1906.072,0.200229,2.8501,2448.1577
3502.6092,216.191,30.0111,38.1234,264.0531,26.482,0.8221,0.9275,1906.072,0.201126,2.691,2453.8972
3502.7616,216.4953,29.7481,39.756,262.6948,28.5544,0.845,0.9499,1916.4806,0.200013,2.6004,2462.0281
3502.914,216.4003,29.3089,45.8686,262.2962,29.7361,0.8603,0.9732,1975.8268,0.196521,2.5568,2468.1128
3503.0664,215.1211,27.9919,39.6879,264.4112,32.2829,0.8583,1.0028,1999.7128,0.190276,2.5834,2475.093
3503.2188,215.6446,28.4644,37.8173,263.8423,31.7897,0.8391,1.0223,1999.99,0.184724,2.5714,2478.6719
3503.3712,216.8468,27.5231,34.7431,261.0745,30.9485,0.8114,0.9967,1999.99,0.179651,2.6238,2471.2361
3503.5236,218.126,27.4623,33.7291,256.8304,30.0126,0.7812,0.9381,1999.99,0.17776,2.5291,2456.0449
3503.676,218.217,25.6876,25.327,254.9259,29.1295,0.7537,0.8788,1995.9252,0.179995,2.472,2440.0417
3503.8284,216.0091,22.7756,21.6519,253.8313,28.8941,0.7375,0.8291,1997.4143,0.18658,2.4346,2425.637
3503.9808,213.6212,20.4965,22.7186,253.6077,28.4005,0.7295,0.797,1999.99,0.195124,2.4131,2417.1516
3504.1332,211.9,20.2393,23.0497,256.1195,26.4145,0.7287,0.7872,1994.5626,0.202818,2.4114,2420.8188
3504.2856,210.7406,20.7802,21.2739,260.2909,23.754,0.7484,0.8,1991.3307,0.207569,2.4183,2439.1499
3504.438,211.3625,19.9874,19.3128,262.4672,22.4473,0.7985,0.84,1987.5304,0.208007,2.4666,2466.0933
3504.5904,213.5864,19.2657,21.3901,262.4672,22.3707,0.8636,0.9074,1942.9783,0.205105,2.5945,2492.3154
3504.7428,213.8443,20.1063,21.8463,262.7031,23.9382,0.9242,0.9888,1925.483,0.199595,2.7552,2511.8726
3504.8952,213.7605,21.2184,22.0207,262.9801,25.7913,0.9841,1.0727,1912.6901,0.193633,2.9216,2530.2717
3505.0476,213.7574,22.7116,21.5412,262.0609,26.9461,1.0594,1.1793,1907.2836,0.184731,3.0694,2534.8145
3505.2,213.8406,24.6134,20.3609,259.8598,27.3523,1.1513,1.3103,1909.7936,0.172677,3.197,2524.5066
3505.3524,213.9156,26.1459,19.2605,257.4812,27.5342,1.247,1.4464,1913.3175,0.160347,3.3333,2513.9324
3505.5048,213.9156,24.2729,18.898,253.4654,25.6481,1.3776,1.6301,1926.1915,0.145455,3.5486,2500.9009
3505.6572,213.9156,22.3998,18.5354,249.4496,23.762,1.5082,1.8137,1939.0656,0.130563,3.7639,2487.8691
3505.8096,212.9393,21.0741,22.3147,245.6356,22.0824,1.69,2.0296,1924.5386,0.12168,3.9185,2492.9841
3505.962,211.5992,19.9523,27.637,241.8968,20.4799,1.8909,2.2574,1899.803,0.115035,4.0504,2504.8594
3506.1144,210.7406,18.6991,33.4532,236.9791,20.3498,2.2286,2.5766,1868.0533,0.120507,4.2954,2519.0784
3506.2668,210.6957,17.873,40.0107,230.3894,23.8023,2.8509,3.0844,1832.0848,0.151556,4.742,2536.9543
3506.4192,210.4804,31.3629,40.1915,233.6996,44.6251,4.1148,4.0214,1906.072,0.239181,5.0684,2544.6394
3506.5716,210.7406,48.9818,32.3192,250.1362,52.0056,4.5781,4.5038,1884.9122,0.237282,5.144,2547.3889
3506.724,211.6966,38.8697,23.3033,259.3851,38.1524,4.1039,4.0315,1820.579,0.205418,4.4013,2542.9922
3506.8764,213.6449,32.5334,28.23,258.385,45.2456,3.7685,3.5076,1820.579,0.266023,3.9962,2534.0513
3507.0288,210.9391,54.6123,29.9847,255.1305,74.6791,3.6224,3.4165,1820.579,0.352971,5.5624,2527.498
3507.1812,211.5314,83.3515,34.5678,266.6847,97.6869,3.5187,3.4049,1820.579,0.395775,7.1724,2530.6233
3507.3336,210.5366,84.9741,25.4416,275.8632,104.1862,3.4956,3.4122,1820.579,0.405837,6.0022,2543.0359
3507.486,210.7406,83.9935,18.7023,279.7975,100.5225,3.6009,3.5428,1820.579,0.41265,5.0007,2539.4839
3507.6384,210.5881,85.3321,25.5088,282.2024,98.4444,3.7108,3.8194,1820.579,0.38496,4.6938,2538.5122
3507.7908,210.5268,75.8834,43.5288,280.8408,91.809,3.7691,3.9914,1820.579,0.345248,4.825,2546.1558
3507.9432,209.7638,66.5648,46.7667,276.5555,85.0379,3.8045,4.0108,1820.579,0.318416,6.0436,2541.0854
3508.0956,208.9287,65.5309,49.6997,271.5364,79.7485,3.8452,3.9394,1820.579,0.317256,7.6845,2519.0527
3508.248,210.7406,65.1171,55.0929,267.9498,81.7782,3.9023,3.8734,1820.579,0.344867,7.9317,2496.425
3508.4004,210.7406,68.9099,54.4561,270.9415,89.2673,3.9806,3.8519,1820.579,0.381663,6.2828,2488.0928
3508.5528,210.7406,72.9602,33.2911,277.233,100.148,4.0751,3.852,1820.579,0.405428,4.7447,2484.6843
3508.7052,210.7406,76.4414,18.9218,282.6981,105.7005,4.2043,3.8927,1820.579,0.406898,4.1423,2482.8372
3508.8576,210.6755,76.7293,23.7404,292.7484,110.5449,4.5701,4.1602,1820.579,0.418512,3.7669,2478.3884
3509.01,210.4818,76.6445,29.7337,297.2724,107.1964,5.2472,4.9057,1820.579,0.445351,3.6204,2466.8538
3509.1624,210.0925,70.5471,38.1,299.4495,92.6334,6.2989,6.4263,1820.579,0.418132,3.4748,2444.116
3509.3148,207.5117,52.5573,46.2116,292.9384,61.8401,8.0509,9.1141,1820.579,0.309917,3.6009,2413.9473
3509.4672,209.9997,20.8051,41.8912,270.6047,30.8582,11.0738,13.2494,1820.579,0.197984,4.1044,2380.4995
3509.6196,210.7406,7.5021,30.5673,251.46,16.7971,17.0426,20.759,1820.579,0.164747,4.4607,2351.0032
3509.772,210.7406,4.4314,15.5205,240.5554,13.7194,26.7358,32.9256,1772.3567,0.168284,3.8413,2333.3093
3509.9244,210.7406,5.2828,9.5458,247.636,11.9697,34.1859,47.2525,1742.427,0.178136,3.0913,2331.5938
3510.0768,211.0379,6.3286,8.2328,252.6218,11.8921,31.0053,52.476,1816.0525,0.185147,3.0507,2345.7666
3510.2292,211.1861,6.8534,12.5358,255.3298,14.227,22.9706,39.7127,1818.198,0.182459,3.2527,2364.9895
3510.3816,210.7406,7.6091,28.6495,254.5932,18.2404,16.7946,24.3786,1811.3082,0.171968,3.2829,2387.1335
3510.534,211.133,13.5769,63.1921,252.3225,25.5695,12.9401,15.1578,1820.457,0.163549,3.1589,2413.4524
3510.6864,217.0906,26.0584,89.2046,249.6296,39.0141,10.771,11.7323,1820.579,0.175793,4.1297,2438.9988
3510.8388,217.0906,40.6323,93.6227,252.3441,50.132,9.4253,10.2466,1820.579,0.194098,7.7533,2460.0728
3510.9912,215.0161,51.1813,104.5065,254.5846,56.6017,8.3247,9.0957,1820.579,0.207311,17.7551,2477.3928
3511.1436,212.713,55.0061,112.2444,255.2493,60.3855,7.4135,8.1426,1820.579,0.209092,20.7948,2472.1379
3511.296,214.5944,55.6795,106.7997,255.2494,60.2713,6.7424,7.3746,1820.579,0.203845,18.9154,2464.6941
3511.4484,218.3647,55.4172,92.7044,255.3277,58.5877,6.3253,6.7999,1820.579,0.198283,16.0308,2467.991
3511.6008,216.2957,54.0476,88.7493,255.3446,60.629,6.107,6.4278,1820.579,0.19819,14.7669,2477.6272
3511.7532,218.5942,54.1067,101.7784,252.63,61.4047,6.0027,6.3129,1820.579,0.200877,14.0103,2478.877
3511.9056,229.1688,56.5714,97.5763,251.5775,68.1203,5.9491,6.3327,1820.579,0.200009,13.5415,2483.6682
3512.058,230.3945,57.6961,91.3116,251.682,72.6398,5.9603,6.402,1808.4572,0.200204,13.5005,2492.1545
3512.2104,230.9008,58.5056,86.625,252.8724,73.7826,6.0014,6.4979,1780.4711,0.202049,14.2915,2497.8914
3512.3628,235.9873,59.7413,84.6167,253.9003,71.7281,6.0633,6.6196,1756.5068,0.204053,15.433,2498.2148
3512.5152,240.0574,60.1141,86.0024,252.7867,66.8688,6.1766,6.7758,1773.1531,0.203569,15.5595,2497.4019
3512.6676,236.2812,52.6137,91.7471,255.2297,63.9471,6.311,6.9297,1777.4364,0.200429,15.3852,2507.4849
3512.82,232.4837,51.2921,93.6246,256.7491,65.25,6.4333,7.0509,1778.046,0.198879,15.5705,2507.7129
3512.9724,228.7912,50.8939,88.2437,257.0383,65.3562,6.5515,7.1369,1778.046,0.201513,15.7775,2493.9099
3513.1248,229.8102,52.9675,85.136,256.5183,65.1109,6.6694,7.2208,1764.6013,0.203998,15.3062,2478.7742
3513.2772,235.9381,56.0334,88.8064,255.4997,64.5593,6.7731,7.3401,1744.495,0.200869,13.4441,2476.9346
3513.4296,240.6139,53.0567,91.9665,253.8353,60.9629,6.8293,7.5094,1752.6531,0.188435,9.8933,2496.5715
3513.582,242.9125,51.8781,87.8388,251.6637,61.5059,6.8742,7.5168,1756.8387,0.171839,9.4597,2509.802
3513.7344,239.1286,49.7787,89.3633,249.7091,59.6522,6.9285,7.4869,1750.4731,0.167202,10.3535,2505.4495
3513.8868,234.5442,47.679,89.4429,250.6746,60.5682,6.9972,7.51,1753.0951,0.174561,12.9005,2512.7637
3514.0392,227.0415,49.1939,93.0038,250.813,61.1258,7.0985,7.6161,1785.2781,0.188669,14.8094,2524.4468
3514.1916,219.3195,52.459,99.1706,248.9267,60.7195,7.2476,7.7766,1820.579,0.197925,13.2757,2532.0991
3514.344,218.7026,52.1369,98.052,248.8105,60.7331,7.4241,7.9635,1820.579,0.19358,8.9415,2539.1917
3514.4964,224.2128,50.1305,86.4306,251.92,55.4638,7.5619,8.2038,1820.579,0.179634,7.4502,2542.8967
3514.6488,221.5896,49.561,82.5733,251.3418,56.896,7.7381,8.4442,1820.579,0.166741,7.3953,2538.4133
3514.8012,220.9583,48.5994,95.5388,250.7634,51.296,7.8867,8.6617,1820.579,0.164645,9.1982,2532.1589
3514.9536,218.4797,47.1686,88.3057,244.4226,51.4375,8.0116,8.8373,1820.579,0.181191,10.7437,2525.1472
3515.106,218.4797,51.4389,79.0232,248.0094,55.5541,8.2526,9.0733,1820.579,0.187849,9.6489,2521.9382
3515.2584,218.0828,45.4972,62.244,251.7912,49.8381,8.404,9.0679,1833.3776,0.162559,7.1323,2526.3374
3515.4108,218.3253,48.1163,52.0897,245.0548,52.9142,8.494,9.005,1901.473,0.174585,4.3026,2529.4231
3515.5632,216.7106,44.9546,32.027,242.8961,51.5746,8.4421,9.2291,1886.3083,0.14848,3.8538,2525.9436
3515.7156,216.3166,37.5086,28.5871,234.6808,43.7203,8.3279,8.965,1902.9243,0.119397,3.5484,2517.9983
3515.868,214.0977,40.2226,30.13,228.3817,50.7981,8.4579,8.5985,1878.8558,0.130772,4.3915,2515.7964
3516.0204,210.93,42.4443,31.3326,233.4281,54.3619,8.6644,8.7356,1904.313,0.154316,3.6254,2511.3025
3516.1728,210.7406,42.3367,32.5904,237.6956,53.2326,8.8985,9.0852,1867.8516,0.180605,2.8686,2501.2761
3516.3252,210.7406,45.5313,32.8934,244.2713,56.4472,9.215,9.5036,1883.8461,0.202607,3.0089,2492.7117
3516.4776,210.7406,44.1251,33.6961,249.1379,54.1779,9.9009,10.1797,1889.413,0.191105,3.9946,2483.7356
3516.63,210.8616,34.4879,41.6706,248.2722,44.0826,10.7178,11.2861,1860.2137,0.153868,3.9982,2488.064
3516.7824,210.8921,29.3502,33.3411,242.9118,37.2452,11.3956,12.1941,1899.3556,0.130678,3.1033,2503.6531
3516.9348,210.0396,27.6409,28.9072,235.5643,34.8642,12.0425,12.4647,1884.1368,0.1315,2.7171,2499.9414
3517.0872,211.6534,30.9079,22.8395,235.28,36.627,12.4653,13.1506,1895.0507,0.139491,2.9996,2486.1882
3517.2396,211.1105,30.2535,23.3076,239.6063,38.7493,12.3494,13.6002,1906.072,0.143348,2.9215,2471.5632
3517.392,211.1137,29.1821,30.574,244.2696,38.2955,11.8061,13.0561,1906.072,0.13965,2.6235,2459.0657
3517.5444,211.0885,30.3818,39.4873,245.2408,45.4231,11.5826,12.2507,1906.072,0.146455,2.3712,2451.9729
3517.6968,210.5236,39.3493,41.3032,247.6471,52.1154,11.5333,11.5227,1906.072,0.164689,2.3599,2451.3669
3517.8492,210.7263,41.2472,51.7813,248.0551,55.6123,11.6205,11.3106,1890.0355,0.172686,3.0941,2453.6611
3518.0016,208.512,40.445,37.4949,246.6182,52.6205,11.3862,12.0105,1893.5734,0.170494,3.7675,2466.6917
3518.154,208.7563,35.3992,22.2194,242.7692,38.1727,11.095,12.1997,1879.2888,0.162637,3.6716,2479.7617
3518.3064,210.1197,26.705,14.0768,241.6921,32.9941,11.0273,11.5241,1906.072,0.155747,3.4285,2495.7346
3518.4588,210.2012,31.8917,6.7135,241.0493,38.7106,11.0976,11.1389,1906.072,0.154098,3.4589,2511.4331
3518.6112,210.7406,36.5042,3.9893,238.7586,45.3979,10.8612,10.8875,1864.9551,0.158425,3.6174,2506.1301
3518.7636,210.7406,38.4253,3.0697,238.6564,52.4778,10.4305,10.5134,1889.4314,0.169007,4.1733,2478.324
3518.916,210.4564,43.0505,3.7288,239.0801,56.3797,9.8604,10.0926,1906.072,0.178639,4.3629,2450.3979
3519.0684,210.6275,44.364,10.183,240.5808,53.5051,9.0233,9.6346,1876.8452,0.175076,4.1068,2440.915
3519.2208,210.7406,39.9487,17.2564,242.3177,44.8044,8.2578,8.6875,1833.2131,0.157149,3.9099,2449.6646
3519.3732,208.61,35.3407,24.5628,243.2518,39.9019,7.8328,7.4535,1820.579,0.1442,3.764,2465.095
3519.5256,207.6217,38.9768,35.3647,241.7903,44.5656,7.5041,6.6915,1820.579,0.160146,3.9,2474.8052
3519.678,209.8408,47.8652,49.7636,241.612,57.4002,7.2798,6.4955,1820.579,0.204381,4.0519,2477.541
3519.8304,210.7406,53.3762,53.8949,245.8046,67.0578,7.1799,6.4577,1820.579,0.251712,4.3495,2478.7173
3519.9828,210.7406,52.8609,50.0876,250.6919,64.2008,6.9757,6.5509,1820.579,0.272326,4.6293,2475.5212
3520.1352,210.1683,40.7601,43.6974,254.5706,51.3537,6.8713,6.7496,1820.579,0.261688,4.7245,2469.5098
3520.2876,209.6802,29.5881,40.5255,259.6933,41.2724,7.1504,6.8547,1832.9598,0.24698,4.6851,2474.3782
3520.44,209.3671,21.1969,38.8339,264.6952,33.8768,7.5361,6.9262,1848.5813,0.235116,4.6126,2482.2639
3520.5924,209.505,20.2643,37.5236,264.0872,32.23,7.7685,7.085,1851.8549,0.23295,4.5158,2479.3608
3520.7448,209.6429,19.3318,36.2133,263.4793,30.5832,8.0009,7.2438,1855.1285,0.230784,4.419,2476.4578
3520.8972,209.7808,18.3993,34.903,262.8713,28.9365,8.2333,7.4026,1858.4022,0.228618,4.3221,2473.5547
3521.0496,209.9187,17.4668,33.5927,262.2633,27.2897,8.4657,7.5614,1861.6758,0.226452,4.2253,2470.6519
3521.202,209.6199,16.9656,32.7906,262.9199,26.2609,8.7873,7.9682,1854.6984,0.225106,4.1788,2458.3196
3521.3544,209.2089,16.5752,32.1191,263.9014,25.3907,9.1319,8.4387,1845.0873,0.22397,4.1452,2443.5647
3521.5068,208.798,16.1847,31.4476,264.8829,24.5206,9.4766,8.9092,1835.4762,0.222835,4.1116,2428.8098
3521.6592,208.387,15.7943,30.776,265.8643,23.6505,9.8212,9.3797,1825.8651,0.2217,4.078,2414.0552
3521.8116,207.9832,14.7878,27.3629,265.6693,22.3845,10.479,10.3914,1820.579,0.218602,4.0575,2399.9634
3521.964,207.5881,13.0284,20.5988,264.0364,20.6346,11.5196,12.0644,1820.579,0.213105,4.0528,2386.6821
3522.1164,209.1887,10.8761,14.3221,259.8801,17.7586,13.2676,15.329,1820.579,0.196746,3.9979,2375.3696
3522.2688,210.2081,8.3425,14.6037,255.5214,14.965,16.1458,20.292,1820.579,0.177819,3.8199,2363.6934
3522.4212,210.8928,7.002,9.8423,249.6209,13.9786,19.6959,24.736,1820.579,0.177656,3.5781,2350.9041
3522.5736,210.7406,12.64,12.8361,249.9603,14.5485,18.6682,22.1593,1820.579,0.18881,3.3952,2356.3672
3522.726,210.8512,16.8447,26.17,255.2246,14.8472,16.1536,17.474,1809.031,0.20173,3.5368,2381.0833
3522.8784,210.9419,17.6981,33.1972,262.1344,18.1091,13.5833,14.5727,1815.4597,0.203098,3.2812,2388.7859
3523.0308,210.5999,19.4124,25.479,258.4677,20.09,12.6818,12.7076,1820.579,0.188696,3.1502,2398.4253
3523.1832,210.1528,17.2395,14.9566,251.826,19.8818,12.2392,13.7452,1820.579,0.168829,3.331,2413.583
3523.3356,209.041,18.1424,15.5693,240.7285,16.6009,12.4429,14.8651,1823.4994,0.159531,3.9043,2439.3115
3523.488,207.4879,17.2736,24.6717,230.5258,15.8101,13.0481,14.8778,1836.2057,0.18006,4.9718,2460.2585
3523.6404,209.8898,22.5418,17.6148,232.0481,18.548,13.7348,15.6957,1848.5768,0.190341,5.7149,2481.6628
3523.7928,210.5004,24.5007,12.759,242.3425,19.4103,13.1711,15.52,1870.302,0.173171,5.1411,2480.0259
3523.9452,210.7406,16.6208,9.0048,245.4068,15.0469,12.0529,14.5817,1906.072,0.1606,4.252,2449.2974
3524.0976,209.267,18.4659,10.9529,240.2202,12.0003,10.6441,13.2731,1886.1456,0.166373,3.6827,2421.7161
3524.25,209.5987,18.6012,8.1875,236.8792,13.8734,9.3682,12.1665,1873.9924,0.174327,3.7142,2404.6658
3524.4024,208.6049,20.4411,8.9449,240.5764,15.4589,8.0971,11.0323,1884.5465,0.182082,3.5551,2408.0166
3524.5548,207.8613,20.9383,7.2471,242.1259,15.1146,6.9163,9.5469,1848.829,0.189467,3.4882,2422.282
3524.7072,207.1656,19.1802,11.0439,245.0943,15.0221,5.882,8.0071,1824.3783,0.197793,3.3019,2425.7393
3524.8596,206.9703,18.0314,15.1988,250.2799,17.2716,4.9551,6.7212,1820.579,0.207618,3.135,2411.5386
3525.012,207.8691,16.9594,15.0971,253.6216,18.6567,4.1298,5.6278,1820.579,0.215346,3.1914,2392.8337
3525.1644,208.3112,15.4524,12.6615,260.2254,17.3374,3.4278,4.5912,1820.579,0.212993,3.1242,2376.0825
3525.3168,208.9632,13.5816,12.0395,264.3853,14.0624,2.8905,3.7409,1820.579,0.201443,3.0322,2375.292
3525.4692,209.7559,14.2498,10.9085,263.8461,12.8374,2.5136,3.122,1820.579,0.185995,2.8343,2388.0396
3525.6216,209.0401,14.5415,11.38,254.9559,13.4465,2.2567,2.6907,1820.579,0.174253,2.9135,2391.0637
3525.774,209.2119,14.2963,15.4205,236.4776,13.917,2.0942,2.4227,1820.579,0.16914,3.4237,2375.7422
